  Yr, Mn,    Date,      Date,     CO2, Sta
2011,11,40862,2011.874,390.3, MLO
2011,12,40892,2011.9562,391.86, MLO
2012, 01,40923,2012.041,393.13, MLO
2012, 02,40954,2012.1257,393.42, MLO
2012, 03,40983,2012.2049,394.43, MLO
2012, 04,41014,2012.2896,396.51, MLO
2012, 05,41044,2012.3716,396.96, MLO
2012, 06,41075,2012.4563,395.97, MLO
2012, 07,41105,2012.5383,394.6, MLO
2012, 08,41136,2012.623,392.61, MLO
2012, 09,41167,2012.7077,391.2, MLO
2012,10,41197,2012.7896,391.09, MLO
2012,11,41228,2012.8743,393.03, MLO
2012,12,41258,2012.9563,394.42, MLO
2013, 01,41289,2013.0411,395.69, MLO
2013, 02,41320,2013.126,396.94, MLO
2013, 03,41348,2013.2027,397.36, MLO
2013, 04,41379,2013.2877,398.44, MLO
2013, 05,41409,2013.3699,400.06, MLO
2013, 06,41440,2013.4548,398.96, MLO
2013, 07,41470,2013.537,397.45, MLO
2013, 08,41501,2013.6219,395.48, MLO
2013, 09,41532,2013.7068,393.47, MLO
2013,10,41562,2013.789,393.77, MLO
2013,11,41593,2013.874,395.27, MLO
2013,12,41623,2013.9562,396.9, MLO
2014, 01,41654,2014.0411,398.01, MLO
2014, 02,41685,2014.126,398.18, MLO
2014, 03,41713,2014.2027,399.56, MLO
2014, 04,41744,2014.2877,401.43, MLO
2014, 05,41774,2014.3699,401.98, MLO
2014, 06,41805,2014.4548,401.41, MLO
2014, 07,41835,2014.537,399.17, MLO
2014, 08,41866,2014.6219,397.3, MLO
2014, 09,41897,2014.7068,395.49, MLO
2014,10,41927,2014.789,395.74, MLO
2014,11,41958,2014.874,397.32, MLO
2014,12,41988,2014.9562,398.89, MLO
2015, 01,42019,2015.0411,399.94, MLO
2015, 02,42050,2015.126,400.4, MLO
2015, 03,42078,2015.2027,401.6, MLO
2015, 04,42109,2015.2877,403.52, MLO
2015, 05,42139,2015.3699,404.03, MLO
2015, 06,42170,2015.4548,402.81, MLO
2015, 07,42200,2015.537,401.54, MLO
2015, 08,42231,2015.6219,398.93, MLO
2015, 09,42262,2015.7068,397.43, MLO
2015,10,42292,2015.789,398.22, MLO
2015,11,42323,2015.874,400.17, MLO
2015,12,42353,2015.9562,401.82, MLO
2016, 01,42384,2016.041,402.57, MLO
2016, 02,42415,2016.1257,404.1, MLO
2016, 03,42444,2016.2049,404.79, MLO
2016, 04,42475,2016.2896,407.48, MLO
2016, 05,42505,2016.3716,407.6, MLO
2016, 06,42536,2016.4563,406.94, MLO
2016, 07,42566,2016.5383,404.43, MLO
2016, 08,42597,2016.623,402.16, MLO
2016, 09,42628,2016.7077,400.94, MLO
2016,10,42658,2016.7896,401.43, MLO
2016,11,42689,2016.8743,403.57, MLO
2016,12,42719,2016.9563,404.49, MLO
2017, 01,42750,2017.0411,406, MLO
2017, 02,42781,2017.126,406.57, MLO
2017, 03,42809,2017.2027,406.99, MLO
2017, 04,42840,2017.2877,408.88, MLO
2017, 05,42870,2017.3699,409.84, MLO
2017, 06,42901,2017.4548,409.04, MLO
2017, 07,42931,2017.537,407.14, MLO
2017, 08,42962,2017.6219,405.19, MLO
2017, 09,42993,2017.7068,403.2, MLO
2017,10,43023,2017.789,403.56, MLO
2017,11,43054,2017.874,405.1, MLO
2017,12,43084,2017.9562,406.68, MLO
2018, 01,43115,2018.0411,407.98, MLO
2018, 02,43146,2018.126,408.35, MLO
2018, 03,43174,2018.2027,409.21, MLO
2018, 04,43205,2018.2877,410.23, MLO
2018, 05,43235,2018.3699,411.23, MLO
2018, 06,43266,2018.4548,410.81, MLO
2018, 07,43296,2018.537,408.83, MLO
2018, 08,43327,2018.6219,407.02, MLO
2018, 09,43358,2018.7068,405.53, MLO
2018,10,43388,2018.789,405.93, MLO
2018,11,43419,2018.874,408.05, MLO
2018,12,43449,2018.9562,409.16, MLO
2019, 01,43480,2019.0411,410.85, MLO
2019, 02,43511,2019.126,411.58, MLO
2019, 03,43539,2019.2027,411.9, MLO
2019, 04,43570,2019.2877,413.46, MLO
2019, 05,43600,2019.3699,414.75, MLO
2019, 06,43631,2019.4548,413.89, MLO
2019, 07,43661,2019.537,411.79, MLO
2019, 08,43692,2019.6219,410.02, MLO
2019, 09,43723,2019.7068,408.48, MLO
2019,10,43753,2019.789,408.4, MLO
2019,11,43784,2019.874,410.16, MLO
2019,12,43814,2019.9562,411.81, MLO
2020, 01,43845,2020.041,413.32, MLO
2020, 02,43876,2020.1257,414.04, MLO
2020, 03,43905,2020.2049,414.44, MLO
2020, 04,43936,2020.2896,416.11, MLO
2020, 05,43966,2020.3716,417.16, MLO
2020, 06,43997,2020.4563,416.29, MLO
2020, 07,44027,2020.5383,414.43, MLO
2020, 08,44058,2020.623,412.52, MLO
2020, 09,44089,2020.7077,411.17, MLO
2020,10,44119,2020.7896,411.12, MLO
2020,11,44150,2020.8743,412.89, MLO
2020,12,44180,2020.9563,413.88, MLO
2021, 01,44211,2021.0411,415.15, MLO
2021, 02,44242,2021.126,416.47, MLO
2021, 03,44270,2021.2027,417.1, MLO
2021, 04,44301,2021.2877,418.26, MLO
2021, 05,44331,2021.3699,418.95, MLO
2021, 06,44362,2021.4548,418.7, MLO
2021, 07,44392,2021.537,416.66, MLO
2021, 08,44423,2021.6219,414.38, MLO
2021, 09,44454,2021.7068,412.93, MLO
2021,10,44484,2021.789,413.52, MLO
2021,11,44515,2021.874,414.81, MLO
2021,12,44545,2021.9562,416.43, MLO
2022, 01,44576,2022.0411,418.01, MLO
2022, 02,44607,2022.126,418.99, MLO
2022, 03,44635,2022.2027,418.45, MLO
2022, 04,44666,2022.2877,420.01, MLO
2022, 05,44696,2022.3699,420.78, MLO
2022, 06,44727,2022.4548,420.68, MLO
2022, 07,44757,2022.537,418.71, MLO
2022, 08,44788,2022.6219,416.75, MLO
2022, 09,44819,2022.7068,415.42, MLO
2022,10,44849,2022.789,415.31, MLO
2022,11,44880,2022.874,417.03, MLO
2022,12,44910,2022.9562,418.46, MKO
2023, 01,44941,2023.0411,419.13, MKO
2023, 02,44972,2023.126,420.33, MKO
2023, 03,45000,2023.2027,420.51, MLO
2023, 04,45031,2023.2877,422.73, MLO
2023, 05,45061,2023.3699,423.78, MLO
2023, 06,45092,2023.4548,423.39, MLO
2023, 07,45122,2023.537,421.62, MLO
2023, 08,45153,2023.6219,419.56, MLO
2023, 09,45184,2023.7068,418.06, MLO
2023,10,45214,2023.789,418.41, MLO
2023,11,45245,2023.874,420.11, MLO
2023,12,45275,2023.9562,421.65, MLO
2024, 01,45306,2024.041,422.62, MLO
2024, 02,45337,2024.1257,424.34, MLO
2024, 03,45366,2024.2049,425.22, MLO
2024, 04,45397,2024.2896,426.3, MLO
2024, 05,45427,2024.3716,426.7, MLO
2024, 06,45458,2024.4563,426.62, MLO
2024, 07,45488,2024.5383,425.4, MLO
2024, 08,45519,2024.623,422.7, MLO
2024, 09,45550,2024.7077,421.59, MLO
2024,10,45580,2024.7896,422.05, MLO
2024,11,45611,2024.8743,423.61, MLO
2024,12,45641,2024.9563,425, MLO
2025, 01,45672,2025.0411,426.43, MLO
2025, 02,45703,2025.126,-99.99, MLO
2025, 03,45731,2025.2027,-99.99, MLO
2025, 04,45762,2025.2877,-99.99, MLO
2025, 05,45792,2025.3699,-99.99, MLO
2025, 06,45823,2025.4548,-99.99, MLO
2025, 07,45853,2025.537,-99.99, MLO
2025, 08,45884,2025.6219,-99.99, MLO
2025, 09,45915,2025.7068,-99.99, MLO
2025,10,45945,2025.789,-99.99, MLO
2025,11,45976,2025.874,-99.99, MLO
2025,12,46006,2025.9562,-99.99, MLO
